ICRISAT accession identifier,Race,Plant height (cm)-postrainy,Plant height (cm)-rainy,Plant pigmentation,Basal tillers number,Nodal tillering,Midrib color,Days to flowering-postrainy,Days to flowering-rainy,Panicle exertion (cm),Panicle length (cm),Panicle width (cm),Panicle compactness and shape,Glume color,Glume covering,Seed color,Seed lustre,Seed subcoat,Seed size (mm),100 Seed weight (g),Endosperm texture,Thresability,Shoot fly-rainy,Shoot fly-postrainy,Downy mildew % (field),Downy mildew % (glasshouse),Stem borer,Anthracnose,Grain mold,Leaf blight,Midge,Headbug,Rust,Strigol control,Protein (%),Lysine (%),Remarks,Year of characterization,Temperature,Humidity,Rainfall
18251,Guinea,270,490,Pigmented,1,Present,White,80,118,32,38,17,Semi-loose stiff branches,Partly straw and brown,One-fourth grain covered,White,Lustrous,Absent,2.8,2.86,Completely corneous,Partly threshable,Highly suceptible,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.8,2.1,NULL,NULL,NULL,NULL,NULL
18252,Guinea,275,470,Pigmented,1,Present,White,88,119,39,40,20,Semi-compact elliptic,Partly straw and brown,One-fourth grain covered,White,Lustrous,Absent,2.8,2.87,Completely corneous,Partly threshable,Highly suceptible,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.6,2,NULL,NULL,NULL,NULL,NULL
18253,NULL,200,NULL,Pigmented,1,Present,White,132,NULL,NULL,NULL,NULL,Loose stiff branches,Partly straw and brown,Grain fully covered,NULL,NULL,NULL,NULL,0.6,NULL,Difficult to thresh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.6,81.5,144.8
18254,Guinea-caudatum,195,440,Pigmented,2,Present,White,56,94,20,26,9,Semi-loose stiff branches,Black,One-fourth grain covered,Reddish brown,Lustrous,Absent,2.5,2.28,Partly corneous,Freely threshable,Highly suceptible,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,2.1,NULL,NULL,23.1,81.9,145.6
18255,Guinea-caudatum,185,475,Pigmented,1,Present,White,59,94,11,30,19,Semi-loose stiff branches,Partly straw and purple,Half grain covered,Purple,Non-Lustrous,Present,3,2.94,Partly corneous,Freely threshable,Highly suceptible,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.8,2.6,NULL,NULL,23.1,81.9,145.6
18256,Guinea-caudatum,220,450,Pigmented,1,Present,White,64,94,15,26,6,Semi-compact elliptic,Partly straw and brown,Half grain covered,Reddish brown,Lustrous,Absent,2.5,2.75,Partly corneous,Freely threshable,Highly suceptible,NULL,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.3,2.1,NULL,NULL,23.1,81.9,145.6
18257,Guinea,220,420,Pigmented,1,Present,White,57,103,24,13,6,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Straw,Lustrous,Absent,3,2.81,Completely corneous,Freely threshable,Highly suceptible,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.5,2.1,NULL,NULL,27.1,85.9,149.5
18258,Guinea,220,470,Pigmented,1,Present,White,63,94,26,26,6,Semi-compact elliptic,Partly straw and purple,Half grain covered,Reddish brown,Lustrous,Absent,3,2.81,Mostly starchy,Freely threshable,Highly suceptible,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,2.3,NULL,NULL,27.1,85.9,149.5
18259,Guinea,270,500,Pigmented,1,Present,White,63,98,27,31,6,Semi-loose stiff branches,Reddish brown,One-fourth grain covered,Straw,Lustrous,Absent,2.8,2.79,Completely corneous,Partly threshable,Highly suceptible,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.1,2.5,NULL,NULL,NULL,NULL,NULL
18260,Guinea,230,495,Pigmented,1,Present,White,59,83,11,27,16,Semi-loose stiff branches,Partly straw and purple,One-fourth grain covered,White,Lustrous,Absent,2.8,2.95,Completely corneous,Partly threshable,Highly suceptible,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.5,2.4,NULL,NULL,NULL,NULL,NULL
18261,Guinea,255,430,Pigmented,3,Present,White,63,109,27,34,12,Semi-loose stiff branches,Partly straw and brown,One-fourth grain covered,White,Lustrous,Absent,2.8,2.56,Mostly corneous,Freely threshable,Highly suceptible,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21-40% leaf area damaged,NULL,11.4,2.1,NULL,NULL,23.1,81.8,145.5
18262,Guinea,175,440,Pigmented,2,Present,White,75,85,18,28,9,Semi-loose stiff branches,Black,One-fourth grain covered,White,Lustrous,Absent,2.8,2.9,Completely corneous,Freely threshable,Highly suceptible,Suceptible,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,2.1,NULL,NULL,NULL,NULL,NULL
18263,Guinea,250,450,Pigmented,2,Present,White,75,103,7,31,7,Loose stiff branches,Straw,One-fourth grain covered,Light red,Lustrous,Absent,2.8,3.08,Mostly corneous,Freely threshable,Highly suceptible,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.2,1.8,NULL,NULL,NULL,NULL,NULL
18264,Durra-bicolor,200,365,Pigmented,2,Present,White,59,109,3,31,5,Semi-compact elliptic,Straw,Grain fully covered,White,Lustrous,Absent,3,4.06,Mostly corneous,Freely threshable,Moderately resistant,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.5,2.3,NULL,NULL,23,81.7,145.5
18265,Guinea,240,480,Pigmented,1,Present,White,65,90,25,30,17,Semi-loose drooping branches,Black,One-fourth grain covered,Straw,Lustrous,Absent,3,2.94,Mostly corneous,Freely threshable,Highly suceptible,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,2,NULL,NULL,NULL,NULL,NULL
18266,Guinea,295,500,Pigmented,2,Present,White,78,109,32,33,20,Semi-loose stiff branches,Black,One-fourth grain covered,Purple,Non-Lustrous,Present,2.8,2.17,Mostly corneous,Freely threshable,Highly suceptible,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,2.2,NULL,NULL,23.7,82.4,146.4
18267,Guinea,280,510,Pigmented,1,Present,White,66,109,21,40,17,Semi-loose stiff branches,Black,Half grain covered,Straw,Lustrous,Absent,2.8,2.03,Mostly corneous,Freely threshable,Highly suceptible,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.4,2.4,NULL,NULL,23.7,82.4,146.4
18268,Guinea-caudatum,248,470,Pigmented,2,Present,White,87,123,24,25.6,6.8,Very loose stiff branches,Partly straw and brown,Half grain covered,Straw,Lustrous,Absent,3.3,2.3,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sowing,2018 PR; DOS 12.10.2018,22.8,81.4,145.4
18269,Guinea,185,475,Pigmented,3,Present,White,63,88,22,29,16,Semi-loose stiff branches,Partly straw and brown,Half grain covered,White,Lustrous,Absent,2.8,3.69,Mostly corneous,Freely threshable,Highly suceptible,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,2.3,NULL,NULL,24.8,83.5,147.4
18270,Guinea-caudatum,230,410,Pigmented,3,Present,White,57,66,31,32,16,Loose stiff branches,Partly straw and purple,One-fourth grain covered,Light brown,Non-Lustrous,Present,2.8,2.47,Partly corneous,Freely threshable,Highly suceptible,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.2,2.4,NULL,NULL,NULL,NULL,NULL
18271,Guinea,195,445,Pigmented,1,Present,Dull green,61,94,28,25,15,Semi-compact elliptic,Partly straw and brown,One-fourth grain covered,Reddish brown,Non-Lustrous,Present,3,3.68,Mostly starchy,Freely threshable,Highly suceptible,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.8,1.9,NULL,NULL,NULL,NULL,NULL
18272,Guinea,210,440,Pigmented,1,Present,White,63,90,22,32,12,Semi-loose stiff branches,Partly straw and brown,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3,3.13,Mostly corneous,Freely threshable,Highly suceptible,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.8,2.3,NULL,NULL,24,82.7,146.5
18273,Guinea,245,465,Pigmented,1,Present,Dull green,60,85,18,26,10,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Purple,Non-Lustrous,Present,2.8,3.28,Partly corneous,Partly threshable,Highly suceptible,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,2.5,NULL,NULL,24,82.7,146.5
18274,Guinea,260,405,Pigmented,2,Present,White,63,86,19,26,8,Semi-loose stiff branches,Partly straw and brown,One-fourth grain covered,Straw,Lustrous,Absent,2.8,2.64,Mostly corneous,Freely threshable,Highly suceptible,NULL,18,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,11.2,2.2,NULL,NULL,24,82.7,146.5
18275,Bicolor,180,340,Pigmented,1,Present,White,63,119,23,21,5,Semi-loose stiff branches,Black,Grain fully covered,White,Lustrous,Absent,2,1.6,Mostly corneous,Freely threshable,Highly suceptible,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.7,2,NULL,NULL,21.8,80.5,144.4
18276,Guinea,305,420,Pigmented,2,Present,White,81,104,36,38,8,Semi-loose stiff branches,Black,One-fourth grain covered,Straw,Lustrous,Absent,2.5,2.14,Completely corneous,Partly threshable,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.8,80.5,144.4
18277,Durra-caudatum,170,410,Pigmented,1,Present,White,71,103,15,16,7,Semi-compact elliptic,Partly straw and brown,Half grain covered,Straw,Lustrous,Absent,2.8,2.67,Mostly starchy,Freely threshable,Highly suceptible,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.8,80.5,144.4
18278,Guinea,230,430,Pigmented,2,Present,White,65,103,12,30,12,Semi-loose stiff branches,Straw,One-fourth grain covered,Straw,Lustrous,Absent,2.8,2.4,Mostly corneous,Freely threshable,Highly suceptible,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.3,2.1,NULL,NULL,25.8,84.5,148.4
18279,Guinea,260,495,Pigmented,1,Present,White,63,88,18,37,14,Semi-loose stiff branches,Partly straw and brown,Half grain covered,White,Lustrous,Absent,2.8,2.66,Mostly corneous,Freely threshable,Highly suceptible,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.2,2.4,NULL,NULL,25.8,84.5,148.4
18280,Guinea,165,480,Pigmented,2,Present,White,57,103,15,27,12,Semi-loose stiff branches,Partly straw and brown,One-fourth grain covered,White,Lustrous,Absent,2.8,2.86,Mostly corneous,Freely threshable,Moderately resistant,NULL,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.9,1.9,NULL,NULL,22.7,81.3,145.3
18281,Bicolor,215,380,Pigmented,2,Present,White,58,96,8,23,18,Semi-loose stiff branches,Partly straw and purple,Grain fully covered,Purple,Non-Lustrous,Present,1.5,1.25,Partly corneous,Difficult to thresh,Moderately resistant,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,81.7,145.5
18282,Guinea-caudatum,180,490,Pigmented,2,Present,White,65,94,7,27,15,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Reddish brown,Non-Lustrous,Present,2.8,3.47,Partly corneous,Freely threshable,Highly suceptible,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.3,2.4,NULL,NULL,NULL,NULL,NULL
18283,Guinea-caudatum,240,480,Pigmented,1,Present,White,63,94,30,39,9,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Reddish brown,Non-Lustrous,Present,2.5,3.76,Mostly starchy,Freely threshable,Highly suceptible,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.3,2.3,NULL,NULL,23.5,82.4,145.8
18284,Guinea,210,475,Pigmented,2,Present,White,58,103,27,28,5,Semi-loose stiff branches,Partly straw and brown,One-fourth grain covered,White,Lustrous,Absent,2.8,1.95,Completely corneous,Freely threshable,Highly suceptible,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.7,2.1,NULL,NULL,28.1,86.8,150.5
18285,Durra,175,340,Pigmented,2,Present,White,70,125,4,23,7,Semi-compact elliptic,Purple,Half grain covered,Straw,Lustrous,Absent,2.8,3.26,Partly corneous,Freely threshable,Moderately resistant,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.9,2.3,NULL,NULL,NULL,NULL,NULL
18286,Guinea-caudatum,175,350,Pigmented,1,Present,White,64,80,15,24,15,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Reddish brown,Non-Lustrous,Present,2.8,3.45,Mostly starchy,Freely threshable,Highly suceptible,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21-40% leaf area damaged,NULL,7.4,2.1,NULL,NULL,NULL,NULL,NULL
18287,Guinea,240,510,Pigmented,1,Present,White,66,83,16,39,7,Loose stiff branches,Partly straw and purple,One-fourth grain covered,Purple,Non-Lustrous,Present,2.5,2.76,Partly corneous,Freely threshable,Highly suceptible,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21-40% leaf area damaged,NULL,11,2.3,NULL,NULL,26.6,85.3,149.3
18288,Caudatum,135,295,Pigmented,3,Present,White,59,83,5,17,5,Semi-loose stiff branches,Straw,One-fourth grain covered,White,Lustrous,Absent,2.5,2.97,Partly corneous,Freely threshable,Highly resistant,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.3,149.3
18289,Durra-caudatum,190,385,Pigmented,1,Present,White,54,86,23,28,12,Semi-compact elliptic,Straw,Half grain covered,White,Lustrous,Absent,3.5,5.49,Mostly starchy,Freely threshable,Suceptible,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,2.6,NULL,NULL,21.5,80.1,144.2
18290,Caudatum-bicolor,150,435,Pigmented,3,Present,White,48,93,12,25,5,Semi-compact elliptic,Reddish brown,Half grain covered,Straw,Lustrous,Absent,2.8,2.74,Mostly corneous,Partly threshable,Highly resistant,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,2.6,NULL,NULL,26.4,85,149.2
18291,Durra-caudatum,210,365,Pigmented,2,Present,White,58,89,14,27,14,Semi-compact elliptic,Partly straw and brown,Half grain covered,White,Lustrous,Absent,3,5.62,Partly corneous,Freely threshable,Moderately resistant,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.2,2.2,NULL,NULL,21.5,80.1,144.2
18292,Caudatum,140,445,Pigmented,2,Present,White,48,81,9,21,8,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Reddish brown,Non-Lustrous,Present,2.8,2.29,Mostly starchy,Freely threshable,Moderately resistant,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.9,2.3,NULL,NULL,21.5,80.2,144.3
18293,Caudatum,185,440,Pigmented,3,Present,White,50,103,10,28,9,Semi-compact elliptic,Straw,Half grain covered,Light red,Lustrous,Absent,3,4.18,Mostly corneous,Partly threshable,Moderately resistant,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.8,84.5,148.4
18294,Durra-caudatum,262,476,Pigmented,1,Present,White,108,79,5,16.2,6,Semi-loose stiff branches,Reddish brown,One-fourth grain covered,White,Non-Lustrous,Absent,3,5.11,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sowing,2018 PR; DOS 12.10.2018,21.5,80.1,144.2
18295,Durra,170,370,Pigmented,1,Present,White,50,73,15,24,7,Semi-compact elliptic,Partly straw and brown,Half grain covered,Red,Lustrous,Absent,3,4.36,Partly corneous,Freely threshable,NULL,Suceptible,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.7,2,NULL,NULL,24.4,83,147.2
18296,Durra-caudatum,250,380,Pigmented,2,Present,White,77,78,17,26,17,Semi-loose stiff branches,Black,Half grain covered,White,Lustrous,Absent,3,4.58,Partly corneous,Freely threshable,Highly resistant,Moderately resistant,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.1,2.1,NULL,NULL,26.5,85.2,149.3
18297,Guinea-caudatum,180,390,Pigmented,2,Present,White,59,76,8,22,4,Semi-compact elliptic,Reddish brown,Half grain covered,Reddish brown,Non-Lustrous,Present,2.5,2.25,Partly corneous,Freely threshable,NULL,Highly suceptible,21,NULL,NULL,NULL,Considerable mold growth and 11-25% grain surface area molded,NULL,NULL,NULL,>40% leaf area damaged,NULL,11.9,1.6,NULL,NULL,22.4,81,145.2
18298,Caudatum,235,400,Pigmented,3,Present,White,77,80,25,23,12,Semi-compact elliptic,Red,Half grain covered,Light brown,Non-Lustrous,Present,2.5,3.11,Partly corneous,Partly threshable,Highly resistant,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.5,83.1,147.2
18299,Caudatum,170,425,Pigmented,2,Present,Dull green,51,90,14,26,4,Semi-compact elliptic,Black,Half grain covered,Straw,Lustrous,Absent,2.5,3.14,Mostly corneous,Partly threshable,Moderately resistant,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.1,2.1,NULL,NULL,21.5,80.2,144.3
18300,Guinea-caudatum,155,410,Pigmented,3,Present,White,51,88,8,18,8,Semi-compact elliptic,Red,Half grain covered,Red,Lustrous,Absent,3,3.49,Mostly starchy,Freely threshable,Highly resistant,Highly suceptible,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,2.6,NULL,NULL,26.5,85.2,149.3
18301,Durra-caudatum,155,360,Pigmented,1,Present,Dull green,53,72,10,21,7,Semi-compact elliptic,Partly straw and purple,Half grain covered,Brown,Non-Lustrous,Present,3.5,5.09,Partly corneous,Freely threshable,Highly resistant,Highly suceptible,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.9,2.1,NULL,NULL,26.5,85.2,149.3
18302,Durra-caudatum,210,380,Pigmented,1,Present,Dull green,54,87,22,28,12,Semi-compact elliptic,Straw,Half grain covered,White,Lustrous,Absent,4,5.88,Partly corneous,Freely threshable,Moderately resistant,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,2.6,NULL,NULL,21.5,80.1,144.2
18303,Guinea,140,450,Pigmented,1,Present,White,52,83,18,21,5,Semi-compact elliptic,Reddish brown,Three-fourth grain covered,White,Lustrous,Absent,2.8,2.6,Partly corneous,Partly threshable,Highly resistant,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.1,2.2,NULL,NULL,25.7,84.3,148.3
18304,Caudatum-bicolor,170,445,Pigmented,1,Present,White,58,66,14,26,4,Semi-compact elliptic,Straw,Three-fourth grain covered,White,Lustrous,Absent,2.8,3.06,Partly corneous,Freely threshable,Highly resistant,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,2.5,NULL,NULL,25.7,84.3,148.3
18305,Durra-caudatum,195,350,Pigmented,1,Present,White,58,79,10,26,11,Semi-compact elliptic,Black,Three-fourth grain covered,White,Lustrous,Absent,3,4.99,Partly corneous,Partly threshable,Highly resistant,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,>40% leaf area damaged,NULL,17,1.9,NULL,NULL,21.5,80.1,144.2
18306,Guinea,210,380,Pigmented,1,Present,White,63,89,19,29,10,Semi-loose stiff branches,Red,One-fourth grain covered,White,Lustrous,Absent,2.5,1.8,Mostly corneous,Partly threshable,Highly resistant,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.6,1.9,NULL,NULL,26.5,85.2,149.3
18307,Durra,160,290,Pigmented,1,Present,Dull green,66,59,23,26,10,Semi-compact elliptic,Partly straw and brown,Three-fourth grain covered,White,Non-Lustrous,Absent,3,3.81,Completely starchy,Partly threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.5,83.2,147.3
18308,Durra,195,280,Pigmented,3,Present,White,56,66,18,29,15,Semi-loose stiff branches,Partly straw and brown,Three-fourth grain covered,White,Lustrous,Absent,2.5,5.94,Mostly starchy,Partly threshable,Highly suceptible,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,>40% leaf area damaged,NULL,8.6,2.5,NULL,NULL,21.5,80.1,144.2
18309,Guinea-caudatum,170,370,Pigmented,1,Present,White,59,82,10,14,6,Semi-compact elliptic,Red,Half grain covered,Red,Non-Lustrous,Present,3.5,2.48,Mostly starchy,Partly threshable,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,24.5,83.2,147.3
18310,Durra-caudatum,155,365,Pigmented,3,Present,White,53,100,3,26,6,Semi-compact elliptic,Straw,Three-fourth grain covered,Light red,Lustrous,Absent,3,5.6,Mostly starchy,Freely threshable,Highly suceptible,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.4,2.1,NULL,NULL,24.5,83.2,147.3
18311,Durra,130,290,Pigmented,2,Present,White,51,96,1,24,11,Semi-loose stiff branches,Light brown,Three-fourth grain covered,Light red,Lustrous,Absent,3.5,4.52,Mostly starchy,Freely threshable,Highly suceptible,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,>40% leaf area damaged,NULL,7.9,2.3,NULL,NULL,21.5,80.1,144.2
18312,Caudatum-bicolor,130,370,Pigmented,1,Present,White,58,92,15,19,4,Semi-compact elliptic,Black,Half grain covered,Reddish brown,Non-Lustrous,Present,2.8,2.12,Mostly starchy,Freely threshable,Suceptible,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.8,2.7,NULL,NULL,NULL,NULL,NULL
18313,Caudatum-bicolor,215,340,Pigmented,2,Absent,Dull green,101,128,10,17,8,NULL,Partly straw and brown,Three-fourth grain covered,Light red,Lustrous,Absent,2.8,3.66,Mostly starchy,Partly threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18314,Caudatum-bicolor,160,270,Pigmented,2,Present,White,64,71,10,28,7,Semi-compact elliptic,Straw,Half grain covered,White,Lustrous,Absent,3,3.09,Partly corneous,Partly threshable,Highly suceptible,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.3,149.3
18315,Durra-caudatum,160,350,Pigmented,3,Present,White,53,71,25,18,5,Semi-compact elliptic,Reddish brown,Half grain covered,Chalky white,Non-Lustrous,Present,3,3.54,Mostly starchy,Freely threshable,Highly suceptible,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.5,2.3,NULL,NULL,24.4,83,147.2
18316,Durra,140,270,Pigmented,5,Present,White,56,100,20,24,8,Semi-loose stiff branches,Light brown,Three-fourth grain covered,Light red,Lustrous,Absent,3,5.45,Mostly starchy,Partly threshable,Moderately resistant,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.4,2.1,NULL,NULL,NULL,NULL,NULL
18317,Caudatum-bicolor,145,310,Pigmented,1,Present,White,67,69,10,33,7,Semi-loose stiff branches,Partly straw and brown,Three-fourth grain covered,Red,Lustrous,Absent,3,4.36,Mostly starchy,Freely threshable,Highly resistant,NULL,17,NULL,Resistant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.4,83,147.2
18318,Durra-caudatum,150,350,Pigmented,2,Present,White,54,103,18,22,8,Semi-compact elliptic,Partly straw and brown,Three-fourth grain covered,Light red,Lustrous,Absent,3.5,3.73,Mostly starchy,Freely threshable,Highly resistant,Highly suceptible,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.9,2.9,NULL,NULL,NULL,NULL,NULL
18319,Durra,130,390,Pigmented,2,Present,Dull green,71,95,10,9,5,Semi-compact oval,Straw,Half grain covered,Yellow,Lustrous,Absent,2.8,3.92,Partly corneous,Freely threshable,Suceptible,Highly resistant,33,NULL,Highly susceptible,NULL,NULL,NULL,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18320,Durra,155,350,Pigmented,2,Present,Dull green,72,96,NULL,8,5,Compact oval,Straw,Half grain covered,Yellow,Lustrous,Absent,2.5,4,Partly corneous,Freely threshable,Moderately resistant,Moderately resistant,20,NULL,Highly susceptible,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
