ICRISAT accession identifier,Plant height (cm),Plant width (cm),Plant pigmentation,Growth habit,Basal primary branches number,Apical primary branches number,Basal secondary branches number,Apical secondary branches number,Tertiary branches number,Days to flowering,Flowering duration,Flower color,Days to maturity,Pods per plant,Seeds per pod,Seed yield (Kg/ha),Seed color,Dots on seed coat,Seed shape,Seed surface,100 Seed weight (g),Protein (%),Wilt,Ascochyta blight,Colletotrichum blight,Botrytis grey mold,Pod borer,Year of Characterization,Temperature,Humidity,Rainfall
17789,43,63.6,Low anthocyanin,Semi-erect,5.2,3.6,1.8,8.5,0.4,60,22,Pink,118,40,1,1078,Black,Absent,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17790,33,65.6,Low anthocyanin,Semi-erect,4,3.6,4,4.8,2.8,56,26,Pink,118,51,1.2,2722,Light orange,Present,Angular,Rough,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17791,46,69.6,Low anthocyanin,Semi-erect,3.6,7.2,2.8,8.8,2.4,59,27,Pink,116,69,1.2,1206,Light orange,Present,Angular,Rough,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17792,38,61,Low anthocyanin,Semi-spreading,2.6,4.2,3.6,11.8,4.4,56,28,Pink,118,78,1.5,1256,Black,Absent,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17793,43,72.8,Low anthocyanin,Semi-erect,3.2,4.6,7,10.5,7,57,30,Pink,116,85,1.2,1789,Yellow brown,Present,Angular,Rough,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17794,41,73.2,Low anthocyanin,Semi-erect,2.6,3,4.8,8,6.2,57,27,Pink,116,76,1.5,2478,Light yellow,Present,Angular,Rough,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17795,40,69.2,Low anthocyanin,Semi-erect,3.8,1.8,5.8,9,8,60,27,Pink,116,74,1.5,2145,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17796,31,54.2,Low anthocyanin,Semi-spreading,3.4,5.6,4,6.8,6.6,52,24,Pink,113,116,1.5,2167,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17797,41,71.6,Low anthocyanin,Semi-erect,3.8,5.6,3.2,8.3,2.6,57,27,Pink,118,54,1.3,2172,Light yellow,Present,Angular,Rough,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17798,43,77.6,Low anthocyanin,Semi-erect,5.4,4.4,5.6,13.5,3.8,58,30,Pink,114,78,1.1,1772,Light yellow,Present,Angular,Rough,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17799,46,76,Low anthocyanin,Semi-erect,3.8,4.8,7.2,8.3,1.2,67,23,Pink,118,51,1.6,1933,Yellow brown,Present,Angular,Rough,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17800,33,62,Low anthocyanin,Semi-spreading,2.2,4.8,2.6,6,NULL,52,20,Pink,113,85,1.6,2406,Black,Absent,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17801,39,72.8,Low anthocyanin,Semi-erect,2.4,4,3.2,5,2.6,54,32,Pink,118,42,1,2195,Yellow,Present,Angular,Rough,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17802,38,68,Low anthocyanin,Semi-spreading,3.6,5,3.8,8,2.2,54,28,Pink,116,76,1.2,2956,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17803,35,67.2,Low anthocyanin,Semi-erect,4.6,3.2,4.2,9.8,4.4,62,26,Pink,118,66,1.2,1211,Light yellow,Present,Angular,Rough,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17804,44,63,Low anthocyanin,Semi-erect,4.4,4.2,3.8,12.3,2.8,57,29,Pink,116,80,1.1,2017,Yellow,Present,Angular,Rough,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17805,49,71.8,Low anthocyanin,Semi-erect,4,3.2,2.4,7.8,1.2,59,30,Pink,116,50,1,1928,Light orange,Present,Angular,Rough,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17806,31,60.8,Low anthocyanin,Semi-spreading,4,5,0.2,3.8,0.2,46,26,Pink,97,51,1.6,2445,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17807,43,67.4,Low anthocyanin,Semi-erect,5.2,2.8,2.6,6.5,0.8,60,29,Pink,118,47,1.1,733,Light orange,Present,Angular,Rough,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17808,50,73.2,Low anthocyanin,Semi-erect,4.8,1.4,2.8,5.8,1.6,57,31,Pink,118,52,1.1,2089,Light orange,Present,Angular,Rough,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17809,49,76.2,Low anthocyanin,Semi-erect,3.6,5.4,3.2,8.8,NULL,58,28,Pink,118,44,1,900,Light orange,Present,Angular,Rough,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17810,43,67.4,Low anthocyanin,Semi-erect,4.4,4,0.6,2.3,NULL,60,28,Pink,118,25,1.5,728,Light orange,Present,Angular,Rough,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17811,38,67,Low anthocyanin,Semi-erect,3.2,3,3.6,4.8,3,56,31,Pink,116,50,1.6,1839,Light orange,Present,Angular,Rough,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17812,49,73.2,Low anthocyanin,Semi-erect,4.2,1.6,2,7.8,1,58,30,Pink,116,52,1.3,2072,Light orange,Present,Angular,Rough,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17813,50,74.2,Low anthocyanin,Semi-erect,4.8,1.6,2.6,3.8,2.2,60,28,Pink,118,32,1.2,1739,Light orange,Present,Angular,Rough,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17814,46,74.4,Low anthocyanin,Semi-erect,3.8,1.2,4,3.3,3,67,23,Pink,121,28,1.6,1056,Light orange,Present,Angular,Rough,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17815,47,71,Low anthocyanin,Semi-erect,4.4,2.6,2,11.3,1.8,57,32,Pink,116,64,1,2445,Light orange,Present,Angular,Rough,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17816,35,63.8,Low anthocyanin,Semi-spreading,3.4,3.6,1.2,8,0.4,56,26,Pink,112,40,1.7,1667,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17817,40,74.2,Low anthocyanin,Semi-erect,3,3.8,0.8,5.3,NULL,63,24,Pink,118,53,1.3,1889,Light yellow,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17818,36,65.6,No anthocyanin,Semi-spreading,2.6,5,2.6,5,3,59,25,Light pink,116,62,1,1700,Light yellow,Present,Angular,Rough,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17819,45,78.8,Low anthocyanin,Semi-erect,4.2,1.6,1.2,4,NULL,57,26,Pink,116,29,1.7,1678,Light orange,Present,Angular,Rough,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17820,39,73.2,Low anthocyanin,Semi-erect,3,2.6,2.6,9.8,2.6,60,26,Pink,116,48,1.6,1339,Light orange,Present,Angular,Rough,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17821,52,78.4,Low anthocyanin,Semi-erect,3.6,1.6,1.6,7.3,0.4,56,28,Pink,112,28,1.1,2456,Light orange,Present,Angular,Rough,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17822,42,70.4,Low anthocyanin,Semi-erect,3.8,3.8,2.6,6,3.6,63,24,Pink,112,64,1.1,1528,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17823,47,69.6,Low anthocyanin,Semi-erect,2.8,5.8,2.4,8.3,3,64,24,Pink,116,45,1.4,1172,Light orange,Present,Angular,Rough,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17824,40,69.6,Low anthocyanin,Semi-erect,4.8,6,6,9,3.2,63,24,Pink,118,88,1.5,1895,Light orange,Present,Angular,Rough,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17825,37,64.6,Low anthocyanin,Semi-erect,2.2,2.6,2.2,5.8,1.2,54,27,Pink,116,69,2,2517,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17826,41,74,Low anthocyanin,Semi-erect,3.4,4.6,1.6,1.8,0.4,64,24,Pink,112,36,1,522,Light orange,Present,Angular,Rough,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17827,49,73.8,No anthocyanin,Semi-erect,3.2,3.2,3.6,9.5,2.2,63,27,White,116,32,1,739,Beige,Absent,Owl's head,Smooth,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17828,40,71,Low anthocyanin,Semi-erect,2.4,4.2,1.2,8,1.8,57,29,Pink,112,43,1.1,1406,Yellow brown,Present,Angular,Rough,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17829,33,54.2,Low anthocyanin,Semi-spreading,1.8,3.8,0.4,3,0.4,49,27,Pink,112,48,1.1,2022,Black,Absent,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17830,47,57,No anthocyanin,Erect,3.6,3.8,1,7.3,NULL,41,32,Very light pink,97,68,1.5,1622,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17831,40,72.2,Low anthocyanin,Semi-erect,3.8,2.6,5.4,8,7.8,61,26,Pink,115,72,1.3,1745,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17832,37,73.6,Low anthocyanin,Semi-erect,3.2,1.4,4,6.3,6.4,61,27,Pink,113,47,1.1,1472,Yellow brown,Present,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17833,40,69.8,Low anthocyanin,Semi-erect,3.8,4.4,2.4,7.3,2,56,28,Pink,113,58,1,2234,Yellow brown,Present,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17834,41,68.4,Low anthocyanin,Semi-erect,2.8,3.8,2.2,8.3,6.2,59,29,Pink,113,63,1.1,2461,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17835,40,68.4,Low anthocyanin,Semi-erect,3.2,1,9.6,7.5,6.8,65,24,Pink,113,62,1.4,1350,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17836,47,66.2,No anthocyanin,Erect,1.8,5,NULL,2.8,NULL,33,40,Very light pink,99,63,1.3,2050,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17837,41,66.4,Low anthocyanin,Semi-erect,3.6,2.6,3,6.5,4.8,59,30,Pink,112,61,1.4,1239,Light brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17838,44,75.8,Low anthocyanin,Semi-erect,3.8,4.6,4.4,6.5,6.2,61,27,Pink,112,66,1.2,1606,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17839,39,68,Low anthocyanin,Semi-erect,3.2,0.8,2.8,7.3,3.8,61,28,Pink,115,55,1.4,1722,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17840,31,60.8,Low anthocyanin,Semi-erect,3.2,2.2,2.8,5.8,1,55,19,Pink,113,45,1.4,2022,Light brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17841,36,60.2,Low anthocyanin,Semi-erect,2.2,2.4,1.8,7.5,2.2,57,31,Pink,112,62,1.3,1700,Yellow brown,Present,Angular,Rough,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17842,34,67.8,Low anthocyanin,Semi-erect,2.6,5.6,4.2,11.8,3.4,58,30,Pink,112,88,1.3,2161,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17843,33,66.4,Low anthocyanin,Semi-erect,3.6,3.6,3.4,8.8,4.2,55,31,Pink,113,73,1,2578,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17844,38,69.8,Low anthocyanin,Semi-erect,2.4,4,3.4,6.8,5.8,62,27,Pink,115,68,1,1945,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17845,39,70.6,Low anthocyanin,Semi-erect,3.2,3.2,9,7.8,5,63,25,Pink,113,100,1.4,1956,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17846,45,75.6,Low anthocyanin,Semi-erect,3.2,2.2,3,3.3,3.8,62,24,Pink,112,47,1.2,1611,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17847,40,69.8,Low anthocyanin,Semi-erect,3.4,3.2,3.2,3.3,1.4,63,26,Pink,112,29,1.2,1122,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17848,43,67.8,Low anthocyanin,Semi-erect,3.6,4,4.8,4.5,2.6,63,25,Pink,112,36,1.2,845,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17849,34,59.4,Low anthocyanin,Semi-erect,3.2,2,3,4.8,2.6,68,23,Pink,112,28,1.1,706,Black,Absent,Angular,Smooth,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17850,39,63.6,Low anthocyanin,Semi-erect,3,4.8,2.8,8.8,3.8,61,27,Pink,112,64,1.3,1711,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17851,28,60.2,Low anthocyanin,Semi-spreading,2.2,6.4,1,5.3,3.8,57,29,Pink,112,80,1,2389,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17852,51,80.4,Low anthocyanin,Erect,4.6,2,3.8,4,1.8,69,23,Dark pink,121,28,1.4,661,Black,Absent,Angular,Rough,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17853,50,74,Low anthocyanin,Erect,4,2.4,3.2,4.8,3,61,29,Pink,121,42,1.4,967,Light yellow,Present,Angular,Rough,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17854,31,60.4,Low anthocyanin,Semi-erect,3,4,3.4,6,2.6,40,38,Pink,104,69,1.9,2678,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17855,29,60,Low anthocyanin,Semi-erect,1.8,3,4.4,2.8,1.4,55,32,Pink,113,60,1.8,2011,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17856,31,60.6,Low anthocyanin,Semi-spreading,2,3.2,3,5.5,1.4,49,25,Pink,101,74,1.3,2934,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17857,32,59,Low anthocyanin,Semi-spreading,2.2,4.8,1.4,5.3,NULL,50,25,Pink,112,52,1,2984,Light brown,Present,Angular,Rough,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17858,31,59.8,Low anthocyanin,Semi-spreading,1.6,2.4,0.8,7.8,0.6,39,35,Pink,101,50,1.9,2639,Yellow brown,Present,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17859,28,53.8,Low anthocyanin,Semi-spreading,2.4,3,2,8,1,52,27,Pink,101,82,1.3,2034,Black,Absent,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17860,37,59.6,Low anthocyanin,Semi-spreading,1.6,6.4,3,4.8,2.8,54,24,Pink,105,47,1.2,2334,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17861,29,55.6,Low anthocyanin,Semi-spreading,1.8,4.6,3.4,3.8,1.8,42,37,Pink,102,65,1.7,2284,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17862,29,56.2,Low anthocyanin,Semi-spreading,1.8,3.8,1.4,3.3,0.8,53,20,Pink,103,40,1.2,2406,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17863,30,61.4,Low anthocyanin,Semi-spreading,3.2,2.8,2.8,6,3.6,37,39,Pink,102,56,1.2,2650,Light brown,Present,Angular,Rough,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17864,30,55,Low anthocyanin,Semi-spreading,2.2,2.4,1.8,4,1.4,53,21,Pink,105,74,1.2,2045,Light brown,Present,Angular,Rough,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17865,37,66.6,Low anthocyanin,Semi-erect,2,1.2,3.6,6,1.6,61,28,Pink,114,46,1.1,2278,Yellow brown,Present,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17866,37,69.4,Low anthocyanin,Semi-erect,2.4,1.2,2.2,4.5,4.2,63,26,Pink,115,80,1.3,2800,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17867,31,65,Low anthocyanin,Semi-spreading,1.2,5,4.4,4.5,1.2,56,26,Pink,112,62,1.1,2678,Light brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17868,32,61.4,Low anthocyanin,Semi-erect,2.8,1.4,3.6,6,2,54,28,Pink,112,57,1.8,1922,Yellow brown,Present,Angular,Rough,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17869,31,59.2,Low anthocyanin,Semi-erect,2.8,2.4,1.4,5.5,0.4,59,29,Pink,113,44,1.5,1022,Light brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17870,32,57.4,Low anthocyanin,Semi-spreading,3.2,4.2,5.2,5.8,2.8,41,33,Pink,98,92,1.1,2556,Light brown,Present,Angular,Rough,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17871,40,64,Low anthocyanin,Semi-erect,2.6,4,1.4,4.5,0.4,61,26,Pink,115,38,1.8,1345,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17872,32,61.8,Low anthocyanin,Semi-spreading,2,3.4,2.6,6,2.2,49,25,Pink,99,68,1.1,2906,Light brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17873,33,72.8,Low anthocyanin,Semi-erect,3,1,3.4,4.3,1.6,57,28,Pink,105,44,1.8,2167,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17874,34,62.4,Low anthocyanin,Semi-erect,3,1.8,4.4,3.8,3.2,56,33,Pink,112,52,1,2689,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17875,42,72.6,Low anthocyanin,Semi-erect,3.2,1.6,3.8,7,1.6,59,29,Pink,112,54,1.5,1889,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17876,37,76.4,Low anthocyanin,Semi-erect,1.6,3,4,9.8,6.4,58,31,Pink,112,62,1,2117,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17877,35,66,Low anthocyanin,Semi-erect,4.6,3.8,4.2,6.8,3,57,31,Pink,112,76,1.5,2195,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17878,34,61.8,Low anthocyanin,Semi-erect,3,1.6,4.2,6.3,5.4,58,31,Pink,112,66,1,2189,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17879,30,60.6,Low anthocyanin,Semi-erect,4.6,3.2,3.2,9.8,2.4,54,34,Pink,112,80,1,2434,Light brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17880,37,65.8,Low anthocyanin,Semi-erect,3.4,3,2,8,3.2,59,32,Pink,112,51,1.1,2045,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17881,30,56.2,Low anthocyanin,Semi-spreading,3.6,6.2,2.4,5,1,51,34,Pink,112,78,1.5,2295,Yellow brown,Present,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17882,39,66,Low anthocyanin,Semi-erect,2.2,0.6,4.2,6.5,2.6,58,31,Pink,112,52,1.4,1872,Light brown,Present,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17883,29,56.4,Low anthocyanin,Semi-erect,3.6,2.8,4.8,3.5,1,54,25,Pink,108,61,1,2017,Light brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17884,34,58.6,Low anthocyanin,Semi-spreading,3.6,2,4.2,9.5,2,57,30,Pink,109,70,1,1239,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17885,33,63.2,Low anthocyanin,Semi-spreading,3.6,5.4,6.6,10.5,3.8,57,21,Pink,107,90,1.1,2311,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17886,32,68.2,Low anthocyanin,Semi-spreading,5.2,5.8,3.4,7.8,0.6,52,24,Pink,108,97,1,2945,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17887,31,64.6,Low anthocyanin,Semi-spreading,2.8,4.6,4,9,1,56,30,Pink,104,50,1.2,2217,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17888,36,68.2,Low anthocyanin,Semi-erect,3,5.6,3,6,1.8,55,27,Pink,103,60,1,2084,Yellow brown,Present,Angular,Rough,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17889,37,70,Low anthocyanin,Semi-erect,4.2,2.6,4.4,4.5,0.6,59,30,Pink,104,50,1,1739,Yellow brown,Present,Angular,Rough,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17890,36,66,Low anthocyanin,Semi-erect,4,1,7,10.3,2.6,60,29,Pink,106,50,1,2078,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17891,31,60.4,Low anthocyanin,Semi-erect,4.2,3,4,8,NULL,54,23,Pink,104,58,1.3,1800,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17892,40,73,Low anthocyanin,Semi-erect,3.8,2.8,4.2,10,NULL,60,29,Pink,106,66,1.7,2645,Yellow brown,Present,Angular,Rough,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17893,30,61.2,Low anthocyanin,Semi-erect,2.2,3.8,3.8,4.3,0.8,52,25,Pink,105,78,1.1,2400,Light brown,Present,Angular,Rough,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17894,32,62.2,Low anthocyanin,Semi-spreading,2.6,8.8,3,10.5,0.2,57,32,Pink,105,54,1.3,1756,Yellow brown,Present,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17895,33,68.4,Low anthocyanin,Semi-erect,3.6,3,4.8,13.3,NULL,58,30,Pink,108,58,1.2,2178,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17896,43,69.8,Low anthocyanin,Semi-erect,3.2,2.2,6.4,9.8,0.4,57,32,Pink,105,41,1.2,2489,Yellow brown,Present,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17897,34,62.4,Low anthocyanin,Semi-erect,2.8,4.6,3.6,5.3,NULL,56,27,Pink,104,72,1.3,1800,Yellow brown,Present,Angular,Rough,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17898,37,63.2,Low anthocyanin,Semi-erect,2.8,1.4,3.6,4,NULL,62,27,Pink,103,30,1.4,644,Yellow brown,Present,Angular,Rough,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17899,42,77.8,Low anthocyanin,Semi-erect,3.4,1.2,3.4,3.5,1,64,28,Pink,119,16,1.3,1011,Light orange,Present,Angular,Rough,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17900,32,62,Low anthocyanin,Semi-spreading,6.4,4.8,2.2,2.8,NULL,51,23,Pink,102,113,1,2206,Light brown,Present,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17901,34,59.8,Low anthocyanin,Semi-spreading,3.4,4.6,5.2,5.5,0.2,54,25,Pink,102,70,1,1767,Yellow brown,Present,Angular,Rough,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17902,30,58.2,Low anthocyanin,Semi-spreading,2.6,3.6,5.6,10,1.2,45,31,Pink,104,65,1.9,2006,Yellow brown,Present,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
